"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3698","checkLoginWithWrongPassword","Surefire suite","Sun Jul 20 16:52:22 GMT 2025","passed","Sun Jul 20 16:52:25 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLoginWithWrongPassword"
"","3646","checkLoginWithWrongEmail","Surefire suite","Sun Jul 20 16:52:18 GMT 2025","passed","Sun Jul 20 16:52:22 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLoginWithWrongEmail"
"","574","checkCreatingCard","Surefire suite","Sun Jul 20 16:53:20 GMT 2025","failed","Sun Jul 20 16:53:21 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkCreatingCard"
"","10700","checkCreatingCustomFilter","Surefire suite","Sun Jul 20 16:50:14 GMT 2025","failed","Sun Jul 20 16:50:24 GMT 2025","tests.ui.WorkspaceTest","Surefire test","tests.ui.WorkspaceTest","checkCreatingCustomFilter"
"","895","checkAddCommentWithFile","Surefire suite","Sun Jul 20 16:53:18 GMT 2025","failed","Sun Jul 20 16:53:19 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkAddCommentWithFile"
"","10851","checkLoginWithWrongPin","Surefire suite","Sun Jul 20 16:52:25 GMT 2025","passed","Sun Jul 20 16:52:36 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLoginWithWrongPin"
"","13452","checkLogout","Surefire suite","Sun Jul 20 16:52:36 GMT 2025","failed","Sun Jul 20 16:52:50 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLogout"
"","9753","checkFilteringByTag","Surefire suite","Sun Jul 20 16:50:45 GMT 2025","failed","Sun Jul 20 16:50:54 GMT 2025","tests.ui.WorkspaceTest","Surefire test","tests.ui.WorkspaceTest","checkFilteringByTag"
"","9573","checkChangeAccountPassword","Surefire suite","Sun Jul 20 16:51:28 GMT 2025","passed","Sun Jul 20 16:51:37 GMT 2025","tests.ui.ProfileTest","Surefire test","tests.ui.ProfileTest","checkChangeAccountPassword"
"","550","checkDeletingCard","Surefire suite","Sun Jul 20 16:53:21 GMT 2025","failed","Sun Jul 20 16:53:22 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkDeletingCard"
"","552","checkAddCommentToCard","Surefire suite","Sun Jul 20 16:53:17 GMT 2025","failed","Sun Jul 20 16:53:18 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkAddCommentToCard"
"","569","checkCreatingWorkspace","Surefire suite","Sun Jul 20 16:53:21 GMT 2025","failed","Sun Jul 20 16:53:21 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkCreatingWorkspace"
