"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12638","checkChangeUserName","Surefire suite","Sun Jul 20 17:43:02 GMT 2025","passed","Sun Jul 20 17:43:14 GMT 2025","tests.ui.ProfileTest","Surefire test","tests.ui.ProfileTest","checkChangeUserName"
"","8661","checkSwitchTheme","Surefire suite","Sun Jul 20 17:42:53 GMT 2025","passed","Sun Jul 20 17:43:02 GMT 2025","tests.ui.ProfileTest","Surefire test","tests.ui.ProfileTest","checkSwitchTheme"
"","11600","checkLogout","Surefire suite","Sun Jul 20 17:44:08 GMT 2025","passed","Sun Jul 20 17:44:20 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLogout"
"","9200","checkCloseCard","Surefire suite","Sun Jul 20 17:42:10 GMT 2025","passed","Sun Jul 20 17:42:20 GMT 2025","tests.ui.WorkspaceTest","Surefire test","tests.ui.WorkspaceTest","checkCloseCard"
"","12309","checkSuccessLoginWithPin","Surefire suite","Sun Jul 20 17:43:32 GMT 2025","passed","Sun Jul 20 17:43:44 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkSuccessLoginWithPin"
"","12499","checkSearchByCustomFilter","Surefire suite","Sun Jul 20 17:41:50 GMT 2025","passed","Sun Jul 20 17:42:02 GMT 2025","tests.ui.WorkspaceTest","Surefire test","tests.ui.WorkspaceTest","checkSearchByCustomFilter"
"","7598","checkSuccessLoginWithPassword","Surefire suite","Sun Jul 20 17:43:44 GMT 2025","passed","Sun Jul 20 17:43:52 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkSuccessLoginWithPassword"
"","440","checkDeletingCard","Surefire suite","Sun Jul 20 17:44:24 GMT 2025","failed","Sun Jul 20 17:44:25 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkDeletingCard"
"","476","checkCreatingCard","Surefire suite","Sun Jul 20 17:44:21 GMT 2025","failed","Sun Jul 20 17:44:21 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkCreatingCard"
"","8740","checkFilteringByCardName","Surefire suite","Sun Jul 20 17:41:21 GMT 2025","failed","Sun Jul 20 17:41:30 GMT 2025","tests.ui.WorkspaceTest","Surefire test","tests.ui.WorkspaceTest","checkFilteringByCardName"
"","442","checkAddTagToCard","Surefire suite","Sun Jul 20 17:44:24 GMT 2025","failed","Sun Jul 20 17:44:24 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkAddTagToCard"
"","9443","checkFilteringByTag","Surefire suite","Sun Jul 20 17:41:11 GMT 2025","failed","Sun Jul 20 17:41:21 GMT 2025","tests.ui.WorkspaceTest","Surefire test","tests.ui.WorkspaceTest","checkFilteringByTag"
"","456","checkCreatingBoard","Surefire suite","Sun Jul 20 17:44:20 GMT 2025","failed","Sun Jul 20 17:44:21 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkCreatingBoard"
"","471","checkAddLinkToCard","Surefire suite","Sun Jul 20 17:44:23 GMT 2025","failed","Sun Jul 20 17:44:24 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkAddLinkToCard"
"","469","checkAddCommentToCard","Surefire suite","Sun Jul 20 17:44:21 GMT 2025","failed","Sun Jul 20 17:44:22 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkAddCommentToCard"
"","442","checkAddCardDescriptionAndAsap","Surefire suite","Sun Jul 20 17:44:23 GMT 2025","failed","Sun Jul 20 17:44:23 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkAddCardDescriptionAndAsap"
"","9867","checkSearchByCardName","Surefire suite","Sun Jul 20 17:41:30 GMT 2025","failed","Sun Jul 20 17:41:40 GMT 2025","tests.ui.WorkspaceTest","Surefire test","tests.ui.WorkspaceTest","checkSearchByCardName"
"","9732","checkCreatingCustomFilter","Surefire suite","Sun Jul 20 17:41:40 GMT 2025","failed","Sun Jul 20 17:41:49 GMT 2025","tests.ui.WorkspaceTest","Surefire test","tests.ui.WorkspaceTest","checkCreatingCustomFilter"
"","891","checkAddCommentWithFile","Surefire suite","Sun Jul 20 17:44:22 GMT 2025","failed","Sun Jul 20 17:44:23 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkAddCommentWithFile"
"","462","checkAddCardChecklist","Surefire suite","Sun Jul 20 17:44:24 GMT 2025","failed","Sun Jul 20 17:44:24 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkAddCardChecklist"
"","3125","checkLoginWithWrongEmail","Surefire suite","Sun Jul 20 17:44:05 GMT 2025","passed","Sun Jul 20 17:44:08 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLoginWithWrongEmail"
"","9119","checkChangeAvatar","Surefire suite","Sun Jul 20 17:43:14 GMT 2025","passed","Sun Jul 20 17:43:24 GMT 2025","tests.ui.ProfileTest","Surefire test","tests.ui.ProfileTest","checkChangeAvatar"
"","3345","checkLoginWithWrongPassword","Surefire suite","Sun Jul 20 17:43:52 GMT 2025","passed","Sun Jul 20 17:43:55 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLoginWithWrongPassword"
