"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","checkChangeAccountPassword","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.ProfileTest","Chrome UI Tests","tests.ui.ProfileTest","checkChangeAccountPassword"
"","0","checkAddComment","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkAddComment"
"","0","checkFilteringByCardName","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkFilteringByCardName"
"","0","checkLogout","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.LoginTest","Chrome UI Tests","tests.ui.LoginTest","checkLogout"
"","0","checkDeletingCard","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkDeletingCard"
"","1","checkCreatingCustomFilter","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkCreatingCustomFilter"
"","1","checkAddCommentWithFile","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkAddCommentWithFile"
"","1","checkLoginWithWrongEmail","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.LoginTest","Chrome UI Tests","tests.ui.LoginTest","checkLoginWithWrongEmail"
"","1","checkDragAndDropCard","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkDragAndDropCard"
"","1","checkSuccessLoginWithPin","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.LoginTest","Chrome UI Tests","tests.ui.LoginTest","checkSuccessLoginWithPin"
"","0","checkAddCommentWithFile","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkAddCommentWithFile"
"","0","checkAddCardDescriptionAndAsap","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkAddCardDescriptionAndAsap"
"","1","checkCreatingBoard","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkCreatingBoard"
"","1","checkCreatingWorkspace","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkCreatingWorkspace"
"","0","checkSuccessLoginWithPassword","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.LoginTest","Chrome UI Tests","tests.ui.LoginTest","checkSuccessLoginWithPassword"
"","0","checkAddTagToCard","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkAddTagToCard"
"","1","checkCreatingCard","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkCreatingCard"
"","0","checkAddCardChecklist","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkAddCardChecklist"
"","0","checkLoginWithWrongPin","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.LoginTest","Chrome UI Tests","tests.ui.LoginTest","checkLoginWithWrongPin"
"","1","checkAddLinkToCard","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkAddLinkToCard"
"","1","checkOpenCard","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkOpenCard"
"","2","loadVariables","KaitenQA Regression Test","Mon Jul 21 08:49:11 GMT 2025","failed","Mon Jul 21 08:49:11 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","loadVariables"
"","0","checkChangeUserName","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.ProfileTest","Chrome UI Tests","tests.ui.ProfileTest","checkChangeUserName"
"","0","checkSwitchTheme","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.ProfileTest","Chrome UI Tests","tests.ui.ProfileTest","checkSwitchTheme"
"","0","checkCloseCard","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkCloseCard"
"","0","checkSearchByCardName","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkSearchByCardName"
"","0","checkSearchByCustomFilter","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkSearchByCustomFilter"
"","0","checkAddCommentToCard","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkAddCommentToCard"
"","0","checkChangeAvatar","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.ProfileTest","Chrome UI Tests","tests.ui.ProfileTest","checkChangeAvatar"
"","0","checkFilteringByTag","KaitenQA Regression Test","Mon Jul 21 08:49:12 GMT 2025","skipped","Mon Jul 21 08:49:12 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkFilteringByTag"
