"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14624","checkDragAndDropCard","KaitenQA Regression Test","Wed Jul 23 18:17:16 GMT 2025","passed","Wed Jul 23 18:17:30 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkDragAndDropCard"
"","10273","checkChangeAvatar","KaitenQA Regression Test","Wed Jul 23 18:14:29 GMT 2025","passed","Wed Jul 23 18:14:39 GMT 2025","tests.ui.ProfileTest","Chrome UI Tests","tests.ui.ProfileTest","checkChangeAvatar"
"","9723","checkLoginWithWrongPin","KaitenQA Regression Test","Wed Jul 23 18:13:41 GMT 2025","passed","Wed Jul 23 18:13:51 GMT 2025","tests.ui.LoginTest","Chrome UI Tests","tests.ui.LoginTest","checkLoginWithWrongPin"
"","3583","checkLoginWithWrongPassword","KaitenQA Regression Test","Wed Jul 23 18:13:37 GMT 2025","passed","Wed Jul 23 18:13:41 GMT 2025","tests.ui.LoginTest","Chrome UI Tests","tests.ui.LoginTest","checkLoginWithWrongPassword"
"","10416","checkSwitchTheme","KaitenQA Regression Test","Wed Jul 23 18:14:08 GMT 2025","passed","Wed Jul 23 18:14:19 GMT 2025","tests.ui.ProfileTest","Chrome UI Tests","tests.ui.ProfileTest","checkSwitchTheme"
"","13756","checkLogout","KaitenQA Regression Test","Wed Jul 23 18:13:54 GMT 2025","passed","Wed Jul 23 18:14:08 GMT 2025","tests.ui.LoginTest","Chrome UI Tests","tests.ui.LoginTest","checkLogout"
"","10805","checkCreatingCustomFilter","KaitenQA Regression Test","Wed Jul 23 18:16:31 GMT 2025","passed","Wed Jul 23 18:16:42 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkCreatingCustomFilter"
"","9632","checkFilteringByCardName","KaitenQA Regression Test","Wed Jul 23 18:15:38 GMT 2025","failed","Wed Jul 23 18:15:48 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkFilteringByCardName"
"","9665","checkOpenCard","KaitenQA Regression Test","Wed Jul 23 18:16:56 GMT 2025","passed","Wed Jul 23 18:17:05 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkOpenCard"
"","12959","checkSuccessLoginWithPin","KaitenQA Regression Test","Wed Jul 23 18:13:18 GMT 2025","passed","Wed Jul 23 18:13:31 GMT 2025","tests.ui.LoginTest","Chrome UI Tests","tests.ui.LoginTest","checkSuccessLoginWithPin"
"","729","checkAddCommentToCard","KaitenQA Regression Test","Wed Jul 23 18:18:04 GMT 2025","passed","Wed Jul 23 18:18:04 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkAddCommentToCard"
"","9029","checkChangeAccountPassword","KaitenQA Regression Test","Wed Jul 23 18:14:39 GMT 2025","passed","Wed Jul 23 18:14:48 GMT 2025","tests.ui.ProfileTest","Chrome UI Tests","tests.ui.ProfileTest","checkChangeAccountPassword"
"","981","checkCreatingWorkspace","KaitenQA Regression Test","Wed Jul 23 18:17:59 GMT 2025","passed","Wed Jul 23 18:18:00 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkCreatingWorkspace"
"","13810","checkSearchByCustomFilter","KaitenQA Regression Test","Wed Jul 23 18:16:42 GMT 2025","passed","Wed Jul 23 18:16:56 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkSearchByCustomFilter"
"","3437","checkLoginWithWrongEmail","KaitenQA Regression Test","Wed Jul 23 18:13:51 GMT 2025","passed","Wed Jul 23 18:13:54 GMT 2025","tests.ui.LoginTest","Chrome UI Tests","tests.ui.LoginTest","checkLoginWithWrongEmail"
"","10591","checkSearchByCardName","KaitenQA Regression Test","Wed Jul 23 18:16:09 GMT 2025","failed","Wed Jul 23 18:16:20 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkSearchByCardName"
"","16913","checkAddCommentWithFile","KaitenQA Regression Test","Wed Jul 23 18:17:42 GMT 2025","passed","Wed Jul 23 18:17:59 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkAddCommentWithFile"
"","6189","checkSuccessLoginWithPassword","KaitenQA Regression Test","Wed Jul 23 18:13:31 GMT 2025","passed","Wed Jul 23 18:13:37 GMT 2025","tests.ui.LoginTest","Chrome UI Tests","tests.ui.LoginTest","checkSuccessLoginWithPassword"
"","2289","checkAddCardChecklist","KaitenQA Regression Test","Wed Jul 23 18:18:08 GMT 2025","passed","Wed Jul 23 18:18:10 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkAddCardChecklist"
"","760","checkAddTagToCard","KaitenQA Regression Test","Wed Jul 23 18:18:07 GMT 2025","passed","Wed Jul 23 18:18:08 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkAddTagToCard"
"","9927","checkFilteringByTag","KaitenQA Regression Test","Wed Jul 23 18:15:08 GMT 2025","failed","Wed Jul 23 18:15:18 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkFilteringByTag"
"","11291","checkAddComment","KaitenQA Regression Test","Wed Jul 23 18:17:30 GMT 2025","passed","Wed Jul 23 18:17:42 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkAddComment"
"","1230","checkAddCommentWithFile","KaitenQA Regression Test","Wed Jul 23 18:18:04 GMT 2025","passed","Wed Jul 23 18:18:06 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkAddCommentWithFile"
"","2476","checkDeletingCard","KaitenQA Regression Test","Wed Jul 23 18:18:10 GMT 2025","passed","Wed Jul 23 18:18:12 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkDeletingCard"
"","567","checkAddLinkToCard","KaitenQA Regression Test","Wed Jul 23 18:18:06 GMT 2025","passed","Wed Jul 23 18:18:07 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkAddLinkToCard"
"","623","checkAddCardDescriptionAndAsap","KaitenQA Regression Test","Wed Jul 23 18:18:06 GMT 2025","passed","Wed Jul 23 18:18:06 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkAddCardDescriptionAndAsap"
"","1845","checkCreatingBoard","KaitenQA Regression Test","Wed Jul 23 18:18:00 GMT 2025","passed","Wed Jul 23 18:18:02 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkCreatingBoard"
"","2039","checkCreatingCard","KaitenQA Regression Test","Wed Jul 23 18:18:02 GMT 2025","passed","Wed Jul 23 18:18:04 GMT 2025","tests.api.KaitenApiTest","API Tests","tests.api.KaitenApiTest","checkCreatingCard"
"","10222","checkCloseCard","KaitenQA Regression Test","Wed Jul 23 18:17:05 GMT 2025","passed","Wed Jul 23 18:17:16 GMT 2025","tests.ui.WorkspaceTest","Chrome UI Tests","tests.ui.WorkspaceTest","checkCloseCard"
"","10036","checkChangeUserName","KaitenQA Regression Test","Wed Jul 23 18:14:19 GMT 2025","passed","Wed Jul 23 18:14:29 GMT 2025","tests.ui.ProfileTest","Chrome UI Tests","tests.ui.ProfileTest","checkChangeUserName"
