"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","checkChangeAccountPassword","Surefire suite","Sat Jul 12 00:10:30 GMT 2025","skipped","Sat Jul 12 00:10:30 GMT 2025","tests.ui.ProfileTest","Surefire test","tests.ui.ProfileTest","checkChangeAccountPassword"
"","1","checkLogout","Surefire suite","Sat Jul 12 00:10:30 GMT 2025","skipped","Sat Jul 12 00:10:30 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLogout"
"","1","TearDawn","Surefire suite","Sat Jul 12 00:10:30 GMT 2025","broken","Sat Jul 12 00:10:30 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","TearDawn"
"","2","globalInit","Surefire suite","Sat Jul 12 00:10:30 GMT 2025","broken","Sat Jul 12 00:10:30 GMT 2025","tests.ui.ProfileTest","Surefire test","tests.ui.ProfileTest","globalInit"
"","1","checkChangeAvatar","Surefire suite","Sat Jul 12 00:10:30 GMT 2025","skipped","Sat Jul 12 00:10:30 GMT 2025","tests.ui.ProfileTest","Surefire test","tests.ui.ProfileTest","checkChangeAvatar"
"","0","TearDawn","Surefire suite","Sat Jul 12 00:10:30 GMT 2025","broken","Sat Jul 12 00:10:30 GMT 2025","tests.ui.ProfileTest","Surefire test","tests.ui.ProfileTest","TearDawn"
"","0","checkSwitchTheme","Surefire suite","Sat Jul 12 00:10:30 GMT 2025","skipped","Sat Jul 12 00:10:30 GMT 2025","tests.ui.ProfileTest","Surefire test","tests.ui.ProfileTest","checkSwitchTheme"
"","0","checkLoginWithWrongEmail","Surefire suite","Sat Jul 12 00:10:30 GMT 2025","skipped","Sat Jul 12 00:10:30 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLoginWithWrongEmail"
"","0","checkSuccessLoginWithPassword","Surefire suite","Sat Jul 12 00:10:30 GMT 2025","skipped","Sat Jul 12 00:10:30 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkSuccessLoginWithPassword"
"","1","checkChangeUserName","Surefire suite","Sat Jul 12 00:10:30 GMT 2025","skipped","Sat Jul 12 00:10:30 GMT 2025","tests.ui.ProfileTest","Surefire test","tests.ui.ProfileTest","checkChangeUserName"
"","1","checkLoginWithWrongPassword","Surefire suite","Sat Jul 12 00:10:30 GMT 2025","skipped","Sat Jul 12 00:10:30 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLoginWithWrongPassword"
"","0","checkLoginWithWrongPin","Surefire suite","Sat Jul 12 00:10:30 GMT 2025","skipped","Sat Jul 12 00:10:30 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLoginWithWrongPin"
"","0","checkSuccessLoginWithPin","Surefire suite","Sat Jul 12 00:10:30 GMT 2025","skipped","Sat Jul 12 00:10:30 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkSuccessLoginWithPin"
