"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5464","checkSuccessLoginWithPassword","Surefire suite","Sat Jul 12 10:08:53 GMT 2025","passed","Sat Jul 12 10:08:59 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkSuccessLoginWithPassword"
"","3044","checkLoginWithWrongEmail","Surefire suite","Sat Jul 12 10:08:30 GMT 2025","passed","Sat Jul 12 10:08:33 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLoginWithWrongEmail"
"","8011","checkSwitchTheme","Surefire suite","Sat Jul 12 10:08:22 GMT 2025","passed","Sat Jul 12 10:08:30 GMT 2025","tests.ui.ProfileTest","Surefire test","tests.ui.ProfileTest","checkSwitchTheme"
"","8175","checkLoginWithWrongPin","Surefire suite","Sat Jul 12 10:08:36 GMT 2025","passed","Sat Jul 12 10:08:44 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLoginWithWrongPin"
"","9009","checkLogout","Surefire suite","Sat Jul 12 10:08:44 GMT 2025","passed","Sat Jul 12 10:08:53 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLogout"
"","3080","checkLoginWithWrongPassword","Surefire suite","Sat Jul 12 10:08:33 GMT 2025","passed","Sat Jul 12 10:08:36 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLoginWithWrongPassword"
"","31414","checkSuccessLoginWithPin","Surefire suite","Sat Jul 12 10:08:59 GMT 2025","failed","Sat Jul 12 10:09:30 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkSuccessLoginWithPin"
"","8364","checkChangeAvatar","Surefire suite","Sat Jul 12 10:08:05 GMT 2025","passed","Sat Jul 12 10:08:13 GMT 2025","tests.ui.ProfileTest","Surefire test","tests.ui.ProfileTest","checkChangeAvatar"
"","8394","checkChangeUserName","Surefire suite","Sat Jul 12 10:08:13 GMT 2025","passed","Sat Jul 12 10:08:22 GMT 2025","tests.ui.ProfileTest","Surefire test","tests.ui.ProfileTest","checkChangeUserName"
"","7852","checkChangeAccountPassword","Surefire suite","Sat Jul 12 10:07:57 GMT 2025","passed","Sat Jul 12 10:08:05 GMT 2025","tests.ui.ProfileTest","Surefire test","tests.ui.ProfileTest","checkChangeAccountPassword"
