"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8733","checkCloseCard","Surefire suite","Sun Jul 20 17:42:48 GMT 2025","passed","Sun Jul 20 17:42:56 GMT 2025","tests.ui.WorkspaceTest","Surefire test","tests.ui.WorkspaceTest","checkCloseCard"
"","4560","checkLoginWithWrongEmail","Surefire suite","Sun Jul 20 17:46:07 GMT 2025","passed","Sun Jul 20 17:46:12 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkLoginWithWrongEmail"
"","435","checkAddLinkToCard","Surefire suite","Sun Jul 20 17:46:27 GMT 2025","failed","Sun Jul 20 17:46:28 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkAddLinkToCard"
"","606","checkCreatingWorkspace","Surefire suite","Sun Jul 20 17:46:24 GMT 2025","failed","Sun Jul 20 17:46:24 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkCreatingWorkspace"
"","615","checkAddCardChecklist","Surefire suite","Sun Jul 20 17:46:28 GMT 2025","failed","Sun Jul 20 17:46:29 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkAddCardChecklist"
"","61845","checkSuccessLoginWithPin","Surefire suite","Sun Jul 20 17:44:06 GMT 2025","broken","Sun Jul 20 17:45:08 GMT 2025","tests.ui.LoginTest","Surefire test","tests.ui.LoginTest","checkSuccessLoginWithPin"
"","433","checkAddTagToCard","Surefire suite","Sun Jul 20 17:46:28 GMT 2025","failed","Sun Jul 20 17:46:28 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkAddTagToCard"
"","455","checkCreatingCard","Surefire suite","Sun Jul 20 17:46:25 GMT 2025","failed","Sun Jul 20 17:46:25 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkCreatingCard"
"","9705","checkChangeAvatar","Surefire suite","Sun Jul 20 17:43:48 GMT 2025","passed","Sun Jul 20 17:43:57 GMT 2025","tests.ui.ProfileTest","Surefire test","tests.ui.ProfileTest","checkChangeAvatar"
"","10260","checkAddComment","Surefire suite","Sun Jul 20 17:43:05 GMT 2025","passed","Sun Jul 20 17:43:15 GMT 2025","tests.ui.WorkspaceTest","Surefire test","tests.ui.WorkspaceTest","checkAddComment"
"","470","checkAddCommentToCard","Surefire suite","Sun Jul 20 17:46:25 GMT 2025","failed","Sun Jul 20 17:46:26 GMT 2025","tests.api.KaitenApiTest","Surefire test","tests.api.KaitenApiTest","checkAddCommentToCard"
"","9748","checkSearchByCardName","Surefire suite","Sun Jul 20 17:42:07 GMT 2025","passed","Sun Jul 20 17:42:16 GMT 2025","tests.ui.WorkspaceTest","Surefire test","tests.ui.WorkspaceTest","checkSearchByCardName"
